Date,Day,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Species
12-Dec-78,12,Dec,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Fishing,M,23,"FATAL, legs bitten",Y,White shark
23-Nov-78,23,Nov,1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,17,Hand lacerated,N,Unknown
27-Sep-78,27,Sep,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Fishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water",N,White shark
2-Sep-78,2,Sep,1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Diving,M,34,Several broken ribs,N,Unknown
1-Aug-78,1,Aug,1978,Unprovoked,USA,Florida,Florida Straits,Floating,M,27,Minor injury to ankle,N,Unknown
19-Jul-78,19,Jul,1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,M,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,Unknown
21-Jun-78,21,Jun,1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",Surfing,M,20,Foot bitten,N,Unknown
21-Jun-78,21,Jun,1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,17,Foot nipped,N,Unknown
2-Apr-78,2,Apr,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,25,Laceration to left hand,N,Unknown
2-Apr-78,2,Apr,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,23,Lacerations to right forearm,N,Unknown
31-Dec-77,31,Dec,1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,Swimming,M,49,Feet lacerated,N,Unknown
19-Dec-77,19,Dec,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,27,Laceration to right hand,N,Unknown
19-Dec-77,19,Dec,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,Tiger shark
30-Oct-77,30,Oct,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Fishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,White shark
31-Aug-77,31,Aug,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,White shark
23-Aug-77,23,Aug,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Floating,M,25,"FATAL, left arm severed, legs bitten",Y,Unknown
14-Aug-77,14,Aug,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Diving,M,20,Leg lacerated,N,White shark
2-Jul-77,2,Jul,1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",Fishing,M,21,Laceration to right hand,N,Unknown
26-Jun-77,26,Jun,1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",Diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Bull shark
17-Mar-77,17,Mar,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,M,31,Right foot bitten,N,Unknown
18-Dec-76,18,Dec,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Diving,M,29,Buttocks & hip bitten,N,White shark
25-Nov-76,25,Nov,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,Bull shark
18-Oct-76,18,Oct,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,25,Leg bitten,N,White shark
6-Oct-76,6,Oct,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,20,Left thigh lacerated,N,White shark
19-Sep-76,19,Sep,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",Diving,M,27,"Right leg bitten below the knee, left ankle & foot lacerated",N,Unknown
12-Sep-76,12,Sep,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,16,FATAL,Y,Unknown
6-Sep-76,6,Sep,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,M,15,Laceration to left lower leg,N,Tiger shark
24-Aug-76,24,Aug,1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,19,"No injury, board bitten",N,White shark
24-Jul-76,24,Jul,1976,Unprovoked,USA,Florida,St. Lucie County,Fishing,M,24,Lacerations to forearms,N,Unknown
21-Jul-76,21,Jul,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Playing in the water,M,10,Leg bitten,N,Unknown
16-Jul-76,16,Jul,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Diving,M,18,"FATAL, disappeared while diving, lower portion of body recovered",Y,Unknown
12-Jul-76,12,Jul,1976,Unprovoked,USA,Florida,St. Lucie County,Fishing,M,23,"""lost part of a finger""",N,Unknown
23-Jun-76,23,Jun,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Diving,M,17,Lacerations to right arm,N,Unknown
2-Jun-76,2,Jun,1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,N,Blue shark
8-Jan-76,8,Jan,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Diving,M,25,Puncture wounds to head & neck,N,Unknown
6-Dec-75,6,Dec,1975,Unprovoked,USA,California,Farallon Islands,Diving,M,27,Leg bitten,N,White shark
2-Dec-75,2,Dec,1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",Playing in the water,M,35,Tooth mark in left elbow PROVOKED INCIDENT,N,Grey nurse shark
19-Nov-75,19,Nov,1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",Standing,M,20,Laceration to posterior thigh,N,Unknown
19-Nov-75,19,Nov,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Standing,M,33,Left foot lacerated,N,Dusky shark
2-Nov-75,2,Nov,1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,18,Foot bitten,N,Unknown
12-Oct-75,12,Oct,1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,Bronze whaler shark
17-Aug-75,17,Aug,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,19,Left leg & surfboard bitten,N,White shark
12-Aug-75,12,Aug,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Floating,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,Unknown
9-Aug-75,9,Aug,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Diving,M,44,"Shoulder, arm & hand lacerated",N,White shark
4-Aug-75,4,Aug,1975,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,24,"Leg bitten, surgically amputated",N,Unknown
30-Jul-75,30,Jul,1975,Unprovoked,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",Diving,M,37,FATAL,Y,White shark
26-Jul-1975.b,26,Jul,1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County",Diving,M,24,Forearms lacerated,N,Unknown
26-Jul-75,26,Jul,1975,Unprovoked,AUSTRALIA,Queensland,Maroochydore,Surfing,M,21,Buttocks & leg bitten,N,Unknown
23-Jul-75,23,Jul,1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County",Diving,M,23,Legs bitten,N,White shark
19-Jul-75,19,Jul,1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Diving,M,34,"No injury, swim fin torn",N,White shark
15-Jul-75,15,Jul,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,14,Arm lacerated,N,Unknown
5-Jul-75,5,Jul,1975,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",Fishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,Bronze whaler shark
4-Jul-75,4,Jul,1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,16,"Foot bitten, tendons damaged",N,Unknown
23-Jun-75,23,Jun,1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",Swimming,M,18,Lacerations to right foot,N,Unknown
23-Jun-75,23,Jun,1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Standing,F,15,Hand & wrist bitten,N,Unknown
15-Jun-75,15,Jun,1975,Unprovoked,USA,Alabama,5 miles off the coast,Swimming,M,27,Left leg bitten,N,Unknown
2-Jun-75,2,Jun,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,"No injury, board bumped",N,Unknown
25-May-75,25,May,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,N,Unknown
20-May-75,20,May,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,10,Leg bitten,N,Unknown
16-Mar-75,16,Mar,1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County",Floating,M,14,Left leg & foot bitten,N,Unknown
23-Feb-75,23,Feb,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,16,Foot severed,N,Unknown
10-Feb-75,10,Feb,1975,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong,Swimming,M,12,Right leg  severed FATAL,Y,White shark
9-Feb-75,9,Feb,1975,Unprovoked,AUSTRALIA,Victoria,Anglesea,Fishing,M,45,Puncture wounds to right shoulder,N,Carpet shark
1-Feb-75,1,Feb,1975,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,Copper shark
19-Jan-75,19,Jan,1975,Unprovoked,AUSTRALIA,South Australia,Coffin Bay,Surfing,M,17,"FATAL, body not recovered",Y,Unknown
1-Nov-74,1,Nov,1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,M,24,Laceration to foot,N,Unknown
28-Sep-74,28,Sep,1974,Unprovoked,USA,California,"North of Point Sur, Monterey County",Surfing,M,17,"Thigh, lower back and surfboard bitten",N,White shark
14-Sep-74,14,Sep,1974,Unprovoked,USA,California,"North Farallon Island, Farallon Islands",Diving,M,29,Major injuries,N,White shark
7-Sep-74,7,Sep,1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated",N,Mako shark
2-Sep-74,2,Sep,1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Diving,M,41,Minor injuries to hand,N,White shark
2-Sep-74,2,Sep,1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Diving,M,48,Minor bite on foot & swimfin,N,White shark
1-Sep-74,1,Sep,1974,Sea Disaster,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",Fishing,M,30,"Missing, believed taken by a shark",N,Unknown
23-Aug-74,23,Aug,1974,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,22,Survived,N,Unknown
16-Aug-74,16,Aug,1974,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,19,Arm broken & severely lacerated,N,Unknown
16-Aug-74,16,Aug,1974,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,18,Left foot bitten,N,Unknown
26-Jul-74,26,Jul,1974,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County",Diving,M,36,Minor bite on heel & swim fin bitten,N,White shark
20-Jul-74,20,Jul,1974,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,M,17,FATAL,Y,Unknown
20-Jun-74,20,Jun,1974,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,61,Lacerations to hip and leg,N,Unknown
26-May-74,26,May,1974,Unprovoked,USA,California,"Tomales Point, Marin County",Diving,M,45,Leg bitten,N,White shark
20-Apr-74,20,Apr,1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Fishing,M,22,Left knee lacerated,N,Raggedtooth shark
14-Apr-74,14,Apr,1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Standing,M,19,Lower right leg lacerated,N,Unknown
12-Apr-74,12,Apr,1974,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,F,11,Foot bitten,N,Unknown
4-Apr-74,4,Apr,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,17,Right foot lacerated,N,Dusky shark
21-Mar-74,21,Mar,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Surfing,M,21,"No injury, surfboard bitten",N,Unknown
13-Feb-74,13,Feb,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",N,Unknown
13-Feb-74,13,Feb,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,19,Right shin lacerated,N,Unknown
9-Jan-74,9,Jan,1974,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Diving,M,26,"FATAL, right leg severed",Y,White shark
7-Jan-74,7,Jan,1974,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,32,FATAL,Y,Unknown
25-Dec-73,25,Dec,1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Fishing,M,41,"Right leg severed at knee, abrasion on left ankle",N,Unknown
21-Dec-73,21,Dec,1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,20,FATAL,Y,Unknown
18-Dec-73,18,Dec,1973,Unprovoked,PHILIPPINES,Luzon,NA,Swimming,M,19,FATAL,Y,Unknown
24-Nov-73,24,Nov,1973,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,M,13,Foot bitten,N,Unknown
14-Sep-73,14,Sep,1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island",Diving,M,11,Left hand & forearm lacerated,N,Bull shark
10-Sep-73,10,Sep,1973,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,20,FATAL,Y,Unknown
9-Sep-73,9,Sep,1973,Unprovoked,MEXICO,Baja California,Guadalupe Island,Diving,M,37,"FATAL, leg bitten",Y,White shark
25-Aug-73,25,Aug,1973,Unprovoked,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island",Surfing,M,16,Right foot severed,N,Unknown
4-Apr-73,4,Apr,1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Walking,M,45,"FATAL, multiple bites",Y,Unknown
5-Mar-73,5,Mar,1973,Unprovoked,MOZAMBIQUE,Gaza,"Chongeone, Xai Xai",Fishing,M,28,FATAL,Y,Unknown
31-Dec-72,31,Dec,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Walking,M,29,Lower left leg & foot bitten,N,Unknown
26-Dec-72,26,Dec,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",N,Unknown
25-Dec-72,25,Dec,1972,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Paddle and Boogie boarding,M,17,"FATAL, hand severed, right leg and torso bitten",Y,Unknown
21-Oct-72,21,Oct,1972,Unprovoked,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",Fishing,M,24,Right arm bitten,N,Unknown
21-Oct-72,21,Oct,1972,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,M,19,Lacerations to thigh & buttocks,N,Bronze whaler shark
14-Oct-72,14,Oct,1972,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Survived,N,Unknown
10-Oct-72,10,Oct,1972,Unprovoked,NEW ZEALAND,North Island,Wanganui,Swimming,M,17,"No injury, leg of jeans torn off",N,Unknown
29-Aug-72,29,Aug,1972,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,15,Left calf bitten,N,Unknown
8-Aug-72,8,Aug,1972,Unprovoked,AUSTRALIA,Tasmania,Tasman Island,Diving,M,45,Left foot bitten,N,White shark
10-Jun-72,10,Jun,1972,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,22,Buttocks bitten,N,Unknown
28-May-72,28,May,1972,Unprovoked,USA,California,"Bird Rock, near Tomales Point, Marin County",Diving,M,32,Bitten on legs & buttock,N,White shark
6-May-72,6,May,1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Ah? Atoll,Fishing,M,27,Thigh bitten,N,Grey reef shark
16-Apr-72,16,Apr,1972,Unprovoked,WESTERN SAMOA,Upolu Island,Nu?ulua,Swimming,M,25,FATAL,Y,Tiger shark
1-Apr-72,1,Apr,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,19,FATAL,Y,Unknown
20-Feb-72,20,Feb,1972,Unprovoked,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,M,18,Laceration above knee,N,Unknown
1-Jan-72,1,Jan,1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. George?s Strand,Swimming,M,20,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y,Unknown
1-Jan-71,1,Jan,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Standing,M,24,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",N,White shark
16-Dec-71,16,Dec,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,16,Right forearm bitten,N,White shark
25-Nov-71,25,Nov,1971,Unprovoked,HONG KONG,Mirs Bay,NA,Swimming,M,20,"Left leg severely bitten, surgically amputated",N,Unknown
23-Oct-71,23,Oct,1971,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County",Surfing,M,18,"Right shoulder, arm & hand bitten",N,Unknown
14-Oct-71,14,Oct,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,25,Wrist & hand lacerated,N,Unknown
2-Oct-71,2,Oct,1971,Unprovoked,USA,California,"Sea Ranch, Sonoma County",Diving,M,30,Bitten on legs,N,White shark
7-Sep-71,7,Sep,1971,Unprovoked,CROATIA,Istria County,Ika,Swimming,M,34,FATAL,Y,White shark
5-Sep-71,5,Sep,1971,Unprovoked,AUSTRALIA,South Australia,Adelaide,Fishing,M,51,"FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",Y,Unknown
21-Aug-71,21,Aug,1971,Provoked,AUSTRALIA,New South Wales,"Manly Marineland, Sydney",Diving,M,26,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,Grey nurse shark
26-Jul-71,26,Jul,1971,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Walking,M,8,Laceration to left ankle,N,Unknown
30-Jun-71,30,Jun,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,21,Leg & surfboard bitten,N,White shark
1-Jun-71,1,Jun,1971,Unprovoked,BRITISH ISLES,South Devon,Beesands,Diving,M,32,"No injury, said to have been attacked by shark but drove it away with a lobster hook",N,Porbeagle shark
16-Apr-71,16,Apr,1971,Unprovoked,KENYA,Coast Province,Watamu,Swimming,M,16,Right foot bitten,N,Unknown
6-Apr-71,6,Apr,1971,Unprovoked,MEXICO,Guerrero,"Copacabana Beach, Acapulco",Surfing,M,19,"FATAL, left thigh bitten",Y,Unknown
30-Mar-71,30,Mar,1971,Unprovoked,NEW ZEALAND,South Island,Dunedin,Surfing,M,16,Lacerations to left leg,N,White shark
16-Jul-61,16,Jul,1971,Unprovoked,TURKEY,Anatolia,"?nciralti Beach, ?zmir",Swimming,M,16,Left leg injured,N,Unknown
17-Dec-70,17,Dec,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay",Fishing,M,18,"FATAL, arm severed",Y,Unknown
28-Sep-70,28,Sep,1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Truk Lagoon,Diving,M,43,Lacerations & punctures to right arm & shoulder,N,Unknown
13-Sep-70,13,Sep,1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,Fishing,M,20,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",N,Unknown
5-Sep-70,5,Sep,1970,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Floating,M,18,Laceration to left foot,N,Unknown
22-Jun-70,22,Jun,1970,Provoked,USA,Florida,"Dania, Broward County",Fishing,M,13,Bitten on calf by hooked shark PROVOKED INCIDENT,N,Unknown
15-Jun-70,15,Jun,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",Diving,M,25,2 cm laceration on knee PROVOKED INCIDENT,N,Raggedtooth shark
13-Jun-70,13,Jun,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Walking,M,16,"FATAL, multiple injuries to both legs",Y,Unknown
13-Jun-70,13,Jun,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Walking,M,18,"FATAL, body not recovered",Y,Unknown
4-Apr-70,4,Apr,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Swimming,M,14,"FATAL, body not recovered",Y,Unknown
23-Mar-70,23,Mar,1970,Unprovoked,USA,Florida,Manatee County,Walking,M,19,Foot & calf lacerated,N,Unknown
23-Jan-70,23,Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,3.2 km inland,Swimming,M,14,"Hands severed, forearm severely lacerated",N,Unknown
23-Jan-70,23,Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,16,Leg severed at knee,N,Zambesi shark
23-Jan-70,23,Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,12,"Arm severed, thigh bitten",N,Zambesi shark
23-Jan-70,23,Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,10,Leg severed at knee,N,Zambesi shark
10-Jan-70,10,Jan,1970,Unprovoked,MEXICO,Guerrero,Acapulco,Swimming,M,22,Leg bitten,N,Unknown
30-Nov-69,30,Nov,1969,Unprovoked,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,M,15,Left thigh lacerated,N,Unknown
6-Sep-69,6,Sep,1969,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Diving,M,53,Leg & ankle severely bitten,N,White shark
22-Aug-69,22,Aug,1969,Provoked,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,28,Leg bitten by netted shark PROVOKED INCIDENT,N,Unknown
2-Aug-69,2,Aug,1969,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Lacerations to lower leg,N,Unknown
2-Aug-69,2,Aug,1969,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County",Paddle and Boogie boarding,M,13,Lacerations to right lower leg & left arm and hand,N,Unknown
12-Jun-69,12,Jun,1969,Unprovoked,JAMAICA,Clarendon,Off Rocky Point,Diving,M,27,Multiple lacerations,N,Unknown
24-May-69,24,May,1969,Provoked,USA,Florida,Sarasota County,Diving,M,23,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,Grey nurse shark
9-Mar-69,9,Mar,1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,16,Leg & surfboard bitten,N,White shark
17-Feb-69,17,Feb,1969,Provoked,AUSTRALIA,Tasmania,Taroona,Fishing,M,49,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,Unknown
27-Jan-69,27,Jan,1969,Unprovoked,AUSTRALIA,New South Wales,Beecroft Head,Diving,M,21,Abrasions and lacerations to lower right leg,N,Unknown
26-Dec-68,26,Dec,1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Fishing,M,27,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Grey nurse shark
25-Dec-68,25,Dec,1968,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,17,"Hit in face by shark, arm abraded, surfboard bitten",N,White shark
